LEAID,STATE,NAME,GRAD_RATE_2015_16,ALL_RATE_1516,
2500541,MASSACHUSETTS,Somerset Berkley Regional School District,240,96,
2500542,MASSACHUSETTS,Ayer Shirley School District,93,90-94,
2500544,MASSACHUSETTS,Monomoy Regional School District,118,85-89,
2500547,MASSACHUSETTS,Paulo Freire Social Justice Charter School (District),58,70-79,
2500548,MASSACHUSETTS,City on a Hill Charter Public School Dudley Square (District,1,PS,
2500551,MASSACHUSETTS,Massachusetts Virtual Academy at Greenfield Commonwealth Vir,45,40-49,
2500554,MASSACHUSETTS,Essex North Shore Agricultural and Technical School District,236,97,
2500555,MASSACHUSETTS,Phoenix Academy Public Charter High School Springfield (Dist,55,LE10,
2500556,MASSACHUSETTS,TEC Connections Academy Commonwealth Virtual School District,138,30-34,
2501650,MASSACHUSETTS,Abington,118,90-94,
2501710,MASSACHUSETTS,Acton-Boxborough,487,97,
2501740,MASSACHUSETTS,Acushnet,3,PS,
2501780,MASSACHUSETTS,Adams-Cheshire,72,80-84,
2501800,MASSACHUSETTS,Agawam,340,93,
2501860,MASSACHUSETTS,Amesbury,175,90-94,
2501920,MASSACHUSETTS,Amherst-Pelham,235,89,
2501950,MASSACHUSETTS,Andover,454,94,
2501980,MASSACHUSETTS,Arlington,328,95,
2502040,MASSACHUSETTS,Ashburnham-Westminster,171,90-94,
2502100,MASSACHUSETTS,Ashland,188,90-94,
2502110,MASSACHUSETTS,Assabet Valley Regional Vocational Technical,246,96,
2502160,MASSACHUSETTS,Athol-Royalston,112,70-74,
2502190,MASSACHUSETTS,Attleboro,471,85,
2502220,MASSACHUSETTS,Auburn,161,GE95,
2502250,MASSACHUSETTS,Avon,48,80-89,
2502310,MASSACHUSETTS,Barnstable,407,83,
2502400,MASSACHUSETTS,Bedford,219,92,
2502430,MASSACHUSETTS,Belchertown,184,90-94,
2502460,MASSACHUSETTS,Bellingham,173,85-89,
2502490,MASSACHUSETTS,Belmont,320,96,
2502530,MASSACHUSETTS,Berkshire Hills,144,90-94,
2502580,MASSACHUSETTS,Berlin-Boylston,72,90-94,
2502640,MASSACHUSETTS,Beverly,362,90,
2502670,MASSACHUSETTS,Billerica,320,92,
2502710,MASSACHUSETTS,Blackstone Valley Regional Vocational Technical,289,GE99,
2502715,MASSACHUSETTS,Blackstone-Millville,121,90-94,
2502740,MASSACHUSETTS,Blue Hills Regional Vocational Technical,193,GE95,
2502790,MASSACHUSETTS,Boston,4219,72,
2502820,MASSACHUSETTS,Bourne,151,90-94,
2502940,MASSACHUSETTS,Braintree,405,94,
2503030,MASSACHUSETTS,Bridgewater-Raynham,370,91,
2503070,MASSACHUSETTS,Bristol County Agricultural,107,GE95,
2503080,MASSACHUSETTS,Bristol-Plymouth Regional Vocational Technical,314,97,
2503090,MASSACHUSETTS,Brockton,1335,78,
2503150,MASSACHUSETTS,Brookline,447,93,
2503240,MASSACHUSETTS,Burlington,256,95,
2503270,MASSACHUSETTS,Cambridge,492,88,
2503300,MASSACHUSETTS,Canton,237,95,
2503310,MASSACHUSETTS,Cape Cod Regional Vocational Technical,154,90-94,
2503360,MASSACHUSETTS,Carver,107,85-89,
2503390,MASSACHUSETTS,Central Berkshire,131,90-94,
2503510,MASSACHUSETTS,Chelmsford,433,94,
2503540,MASSACHUSETTS,Chelsea,391,60,
2503660,MASSACHUSETTS,Chicopee,666,77,
2503750,MASSACHUSETTS,Clinton,107,90-94,
2503780,MASSACHUSETTS,Cohasset,113,GE95,
2503870,MASSACHUSETTS,Concord-Carlisle,316,97,
2503990,MASSACHUSETTS,Danvers,265,94,
2504020,MASSACHUSETTS,Dartmouth,274,89,
2504050,MASSACHUSETTS,Dedham,192,90-94,
2504140,MASSACHUSETTS,Dennis-Yarmouth,197,85-89,
2504200,MASSACHUSETTS,Dighton-Rehoboth,213,92,
2504230,MASSACHUSETTS,Douglas,102,85-89,
2504290,MASSACHUSETTS,Dover-Sherborn,178,GE95,
2504320,MASSACHUSETTS,Dracut,252,93,
2504360,MASSACHUSETTS,Dudley-Charlton Reg,280,91,
2504410,MASSACHUSETTS,Duxbury,267,98,
2504440,MASSACHUSETTS,East Bridgewater,147,GE95,
2504500,MASSACHUSETTS,East Longmeadow,223,96,
2504560,MASSACHUSETTS,Nauset,255,92,
2504590,MASSACHUSETTS,Easthampton,114,85-89,
2504620,MASSACHUSETTS,Easton,279,97,
2504710,MASSACHUSETTS,Erving,1,PS,
2504770,MASSACHUSETTS,Everett,502,77,
2504800,MASSACHUSETTS,Fairhaven,182,90-94,
2504830,MASSACHUSETTS,Fall River,683,71,
2504860,MASSACHUSETTS,Falmouth,207,87,
2504890,MASSACHUSETTS,Fitchburg,432,74,
2504950,MASSACHUSETTS,Foxborough,229,95,
2504980,MASSACHUSETTS,Framingham,534,85,
2505010,MASSACHUSETTS,Franklin,419,96,
2505020,MASSACHUSETTS,Franklin County Regional Vocational Technical,128,90-94,
2505070,MASSACHUSETTS,Freetown-Lakeville,205,92,
2505100,MASSACHUSETTS,Frontier,104,90-94,
2505130,MASSACHUSETTS,Gardner,173,80-84,
2505160,MASSACHUSETTS,Gateway,71,85-89,
2505220,MASSACHUSETTS,Georgetown,103,GE95,
2505270,MASSACHUSETTS,Gill-Montague,66,70-74,
2505280,MASSACHUSETTS,Gloucester,240,87,
2505370,MASSACHUSETTS,Grafton,220,91,
2505400,MASSACHUSETTS,Granby,75,90-94,
2505470,MASSACHUSETTS,Greater Lawrence Regional Vocational Technical,318,96,
2505480,MASSACHUSETTS,Greater Lowell Regional Vocational Technical,486,94,
2505485,MASSACHUSETTS,Greater Fall River Regional Vocational Technical,337,97,
2505490,MASSACHUSETTS,Greenfield,108,70-74,
2505500,MASSACHUSETTS,Groton-Dunstable,225,98,
2505580,MASSACHUSETTS,Hadley,53,GE90,
2505610,MASSACHUSETTS,Halifax,2,PS,
2505670,MASSACHUSETTS,Hamilton-Wenham,165,GE95,
2505730,MASSACHUSETTS,Hampden-Wilbraham,297,94,
2505740,MASSACHUSETTS,Hampshire,134,GE95,
2505790,MASSACHUSETTS,Hanover,205,GE99,
2505880,MASSACHUSETTS,Harvard,104,90-94,
2505940,MASSACHUSETTS,Hatfield,28,GE80,
2505970,MASSACHUSETTS,Haverhill,493,75,
2506090,MASSACHUSETTS,Hingham,277,98,
2506150,MASSACHUSETTS,Holbrook,83,80-84,
2506240,MASSACHUSETTS,Holliston,219,93,
2506270,MASSACHUSETTS,Holyoke,475,60,
2506300,MASSACHUSETTS,Hopedale,84,90-94,
2506330,MASSACHUSETTS,Hopkinton,308,98,
2506390,MASSACHUSETTS,Hudson,199,85-89,
2506420,MASSACHUSETTS,Hull,90,80-84,
2506480,MASSACHUSETTS,Ipswich,134,90-94,
2506510,MASSACHUSETTS,King Philip,374,95,
2506540,MASSACHUSETTS,Kingston,5,PS,
2506660,MASSACHUSETTS,Lawrence,918,71,
2506690,MASSACHUSETTS,Lee,65,85-89,
2506720,MASSACHUSETTS,Leicester,116,85-89,
2506750,MASSACHUSETTS,Lenox,43,GE90,
2506780,MASSACHUSETTS,Leominster,412,88,
2506840,MASSACHUSETTS,Lexington,545,96,
2506930,MASSACHUSETTS,Lincoln-Sudbury,395,96,
2506960,MASSACHUSETTS,Littleton,112,GE95,
2506990,MASSACHUSETTS,Longmeadow,260,97,
2507020,MASSACHUSETTS,Lowell,756,79,
2507050,MASSACHUSETTS,Ludlow,198,90-94,
2507080,MASSACHUSETTS,Lunenburg,99,90-94,
2507110,MASSACHUSETTS,Lynn,1148,75,
2507140,MASSACHUSETTS,Lynnfield,165,GE95,
2507170,MASSACHUSETTS,Malden,468,83,
2507230,MASSACHUSETTS,Mansfield,316,97,
2507260,MASSACHUSETTS,Marblehead,265,95,
2507290,MASSACHUSETTS,Marion,2,PS,
2507320,MASSACHUSETTS,Marlborough,254,85,
2507350,MASSACHUSETTS,Marshfield,313,96,
2507380,MASSACHUSETTS,Martha's Vineyard,173,90-94,
2507410,MASSACHUSETTS,Masconomet,368,96,
2507440,MASSACHUSETTS,Mashpee,104,85-89,
2507470,MASSACHUSETTS,Mattapoisett,2,PS,
2507500,MASSACHUSETTS,Maynard,86,85-89,
2507530,MASSACHUSETTS,Medfield,235,98,
2507560,MASSACHUSETTS,Medford,372,80,
2507590,MASSACHUSETTS,Medway,214,95,
2507620,MASSACHUSETTS,Melrose,245,95,
2507680,MASSACHUSETTS,Mendon-Upton,168,90-94,
2507740,MASSACHUSETTS,Methuen,491,87,
2507770,MASSACHUSETTS,Middleborough,227,93,
2507860,MASSACHUSETTS,Milford,274,84,
2507890,MASSACHUSETTS,Millbury,104,GE95,
2507920,MASSACHUSETTS,Millis,100,90-94,
2507980,MASSACHUSETTS,Milton,237,95,
2507985,MASSACHUSETTS,Minuteman Regional Vocational Technical,158,85-89,
2507990,MASSACHUSETTS,Mohawk Trail,83,80-84,
2508040,MASSACHUSETTS,Monson,92,GE95,
2508050,MASSACHUSETTS,Montachusett Regional Vocational Technical,345,GE99,
2508160,MASSACHUSETTS,Mount Greylock,81,90-94,
2508250,MASSACHUSETTS,Nantucket,128,80-84,
2508280,MASSACHUSETTS,Narragansett,100,80-84,
2508310,MASSACHUSETTS,Nashoba,276,94,
2508320,MASSACHUSETTS,Nashoba Valley Regional Vocational Technical,156,GE95,
2508340,MASSACHUSETTS,Natick,383,98,
2508370,MASSACHUSETTS,Needham,418,97,
2508430,MASSACHUSETTS,New Bedford,622,60,
2508440,MASSACHUSETTS,Greater New Bedford Regional Vocational Technical,528,93,
2508580,MASSACHUSETTS,Newburyport,181,GE95,
2508610,MASSACHUSETTS,Newton,962,97,
2508650,MASSACHUSETTS,Norfolk County Agricultural,112,GE95,
2508670,MASSACHUSETTS,North Adams,121,80-84,
2508700,MASSACHUSETTS,North Andover,341,94,
2508730,MASSACHUSETTS,North Attleborough,300,94,
2508760,MASSACHUSETTS,North Brookfield,39,GE90,
2508790,MASSACHUSETTS,North Middlesex,250,90-94,
2508820,MASSACHUSETTS,North Reading,200,90-94,
2508850,MASSACHUSETTS,Northampton,237,92,
2508860,MASSACHUSETTS,Northampton-Smith Vocational Agricultural,105,90-94,
2508880,MASSACHUSETTS,Northborough,1,PS,
2508910,MASSACHUSETTS,Northboro-Southboro,376,96,
2508940,MASSACHUSETTS,Northbridge,148,90-94,
2508950,MASSACHUSETTS,Northern Berkshire Regional Vocational Technical,122,GE95,
2508960,MASSACHUSETTS,Northeast Metropolitan Regional Vocational Technical,294,97,
2509000,MASSACHUSETTS,Norton,191,90-94,
2509030,MASSACHUSETTS,Norwell,165,GE95,
2509060,MASSACHUSETTS,Norwood,276,93,
2509140,MASSACHUSETTS,Old Colony Regional Vocational Technical,141,GE95,
2509150,MASSACHUSETTS,Old Rochester,190,GE95,
2509270,MASSACHUSETTS,Oxford,125,85-89,
2509300,MASSACHUSETTS,Palmer,113,80-84,
2509310,MASSACHUSETTS,Pathfinder Regional Vocational Technical,147,90-94,
2509360,MASSACHUSETTS,Peabody,448,87,
2509420,MASSACHUSETTS,Pembroke,238,95,
2509450,MASSACHUSETTS,Pentucket,189,90-94,
2509600,MASSACHUSETTS,Pioneer Valley,62,GE95,
2509630,MASSACHUSETTS,Pittsfield,434,82,
2509720,MASSACHUSETTS,Plymouth,633,90,
2509870,MASSACHUSETTS,Quincy,716,90,
2509900,MASSACHUSETTS,Ralph C Mahar,186,75-79,
2509930,MASSACHUSETTS,Randolph,209,80,
2509990,MASSACHUSETTS,Reading,322,98,
2510050,MASSACHUSETTS,Revere,496,78,
2510170,MASSACHUSETTS,Rockland,144,85-89,
2510200,MASSACHUSETTS,Rockport,80,90-94,
2510380,MASSACHUSETTS,Salem,272,83,
2510470,MASSACHUSETTS,Sandwich,176,90-94,
2510500,MASSACHUSETTS,Saugus,191,85-89,
2510560,MASSACHUSETTS,Scituate,217,95,
2510590,MASSACHUSETTS,Seekonk,156,90-94,
2510615,MASSACHUSETTS,Shawsheen Valley Regional Vocational Technical,337,GE99,
2510620,MASSACHUSETTS,Sharon,332,95,
2510770,MASSACHUSETTS,Shrewsbury,413,95,
2510830,MASSACHUSETTS,Silver Lake,289,98,
2510890,MASSACHUSETTS,Somerville,337,81,
2510920,MASSACHUSETTS,South Hadley,141,90-94,
2510930,MASSACHUSETTS,South Shore Regional Vocational Technical,143,90-94,
2510980,MASSACHUSETTS,Southborough,2,PS,
2511010,MASSACHUSETTS,Southbridge,152,65-69,
2511020,MASSACHUSETTS,Southeastern Regional Vocational Technical,301,97,
2511040,MASSACHUSETTS,Southern Berkshire,59,GE90,
2511050,MASSACHUSETTS,Southern Worcester County Regional Vocational Technical,261,94,
2511060,MASSACHUSETTS,South Middlesex Regional Vocational Technical,164,90-94,
2511130,MASSACHUSETTS,Springfield,1749,68,
2511220,MASSACHUSETTS,Stoneham,155,90-94,
2511250,MASSACHUSETTS,Stoughton,259,91,
2511400,MASSACHUSETTS,Sutton,113,GE95,
2511430,MASSACHUSETTS,Swampscott,169,90-94,
2511460,MASSACHUSETTS,Swansea,133,90-94,
2511490,MASSACHUSETTS,Tantasqua,294,94,
2511520,MASSACHUSETTS,Taunton,497,89,
2511580,MASSACHUSETTS,Tewksbury,257,93,
2511735,MASSACHUSETTS,Tri County Regional Vocational Technical,227,96,
2511740,MASSACHUSETTS,Triton,184,90-94,
2511760,MASSACHUSETTS,Tyngsborough,134,90-94,
2511800,MASSACHUSETTS,Upper Cape Cod Regional Vocational Technical,164,GE95,
2511850,MASSACHUSETTS,Uxbridge,151,80-84,
2511880,MASSACHUSETTS,Wachusett,551,95,
2511910,MASSACHUSETTS,Wakefield,257,96,
2511970,MASSACHUSETTS,Walpole,298,95,
2512000,MASSACHUSETTS,Waltham,357,85,
2512030,MASSACHUSETTS,Ware,68,75-79,
2512060,MASSACHUSETTS,Wareham,174,75-79,
2512100,MASSACHUSETTS,Quaboag Regional,93,85-89,
2512180,MASSACHUSETTS,Watertown,187,85-89,
2512210,MASSACHUSETTS,Wayland,232,97,
2512240,MASSACHUSETTS,Webster,115,65-69,
2512270,MASSACHUSETTS,Wellesley,385,96,
2512390,MASSACHUSETTS,West Boylston,62,85-89,
2512420,MASSACHUSETTS,West Bridgewater,112,GE95,
2512510,MASSACHUSETTS,West Springfield,310,86,
2512600,MASSACHUSETTS,Westborough,259,97,
2512630,MASSACHUSETTS,Westfield,448,85,
2512660,MASSACHUSETTS,Westford,421,97,
2512750,MASSACHUSETTS,Weston,197,90-94,
2512780,MASSACHUSETTS,Westport,85,85-89,
2512810,MASSACHUSETTS,Westwood,212,98,
2512840,MASSACHUSETTS,Weymouth,536,87,
2512930,MASSACHUSETTS,Whitman-Hanson,314,92,
2512950,MASSACHUSETTS,Whittier Regional Vocational Technical,318,GE99,
2513050,MASSACHUSETTS,Wilmington,210,93,
2513080,MASSACHUSETTS,Winchendon,88,80-84,
2513110,MASSACHUSETTS,Winchester,319,97,
2513170,MASSACHUSETTS,Winthrop,150,85-89,
2513200,MASSACHUSETTS,Woburn,354,88,
2513230,MASSACHUSETTS,Worcester,1801,82,
2513321,MASSACHUSETTS,Farmington River Reg,1,PS,
2600005,MICHIGAN,Battle Creek Public Schools,321,69,
2600006,MICHIGAN,Bessemer Area School District,29,GE80,
2600007,MICHIGAN,Harbor Beach Community Schools,65,GE95,
2600012,MICHIGAN,St. Ignace Area Schools,57,GE90,
2600013,MICHIGAN,Marquette Area Public Schools,291,84,
2600014,MICHIGAN,Ewen-Trout Creek Consolidated School District,27,GE80,
2600015,MICHIGAN,Wayne-Westland Community School District,946,77,
2600016,MICHIGAN,Crestwood School District,304,96,
2600017,MICHIGAN,Bad Axe Public Schools,127,80-84,
2600018,MICHIGAN,L'Anse Area Schools,48,80-89,
2600019,MICHIGAN,Superior Central School District,29,GE80,
2600020,MICHIGAN,Windover High School,47,40-49,
2600067,MICHIGAN,Bay-Arenac Community High School,75,25-29,
2600068,MICHIGAN,Pansophia Academy,24,60-79,
2600069,MICHIGAN,Concord Academy - Boyne,20,GE80,
2600070,MICHIGAN,Charlevoix Montessori Academy for the Arts,7,GE50,
2600074,MICHIGAN,Concord Academy - Petoskey,9,GE50,
2600088,MICHIGAN,Da Vinci Institute,59,40-49,
2600092,MICHIGAN,West MI Academy of Environmental Science,26,60-79,
2600096,MICHIGAN,Byron Center Charter School,15,GE50,
2600099,MICHIGAN,Kensington Woods Schools,21,GE80,
2600100,MICHIGAN,Charyl Stockwell Academy,44,GE90,
2600103,MICHIGAN,Nah Tah Wahsh Public School Academy,9,GE50,
2600106,MICHIGAN,AGBU Alex-Marie Manoogian School,29,GE80,
2600114,MICHIGAN,Black River Public School,80,90-94,
2600139,MICHIGAN,Cesar Chavez Academy,163,90-94,
2600141,MICHIGAN,Midland Academy of Advanced and Creative Studies,10,GE50,
2600142,MICHIGAN,Countryside Academy,27,60-79,
2600145,MICHIGAN,Grattan Academy,33,50-59,
2600152,MICHIGAN,Casman Alternative Academy,15,LT50,
2600153,MICHIGAN,North Star Academy,23,60-79,
2600156,MICHIGAN,Pontiac Academy for Excellence,79,75-79,
2600163,MICHIGAN,Central Academy,26,GE80,
2600164,MICHIGAN,Washtenaw Technical Middle College,137,90-94,
2600166,MICHIGAN,Academy for Business and Technology,62,85-89,
2600168,MICHIGAN,Chandler Park Academy,141,90-94,
2600170,MICHIGAN,Detroit Community Schools,97,75-79,
2600171,MICHIGAN,Henry Ford Academy,109,GE95,
2600182,MICHIGAN,Will Carleton Charter School Academy,13,GE50,
2600186,MICHIGAN,Crossroads Charter Academy,41,80-89,
2600195,MICHIGAN,International Academy of Flint,47,80-89,
2600207,MICHIGAN,Creative Technologies Academy,25,GE80,
2600210,MICHIGAN,Conner Creek Academy East,101,65-69,
2600217,MICHIGAN,Oakland International Academy,54,70-79,
2600220,MICHIGAN,Landmark Academy,70,90-94,
2600225,MICHIGAN,Summit Academy North,142,GE95,
2600227,MICHIGAN,Voyageur Academy,112,80-84,
2600228,MICHIGAN,Star International Academy,99,GE95,
2600232,MICHIGAN,Detroit Edison Public School Academy,79,GE95,
2600237,MICHIGAN,Universal Academy,60,GE90,
2600241,MICHIGAN,Allen Academy,58,80-89,
2600242,MICHIGAN,Old Redford Academy,180,85-89,
2600250,MICHIGAN,Marshall Academy,14,GE50,
2600255,MICHIGAN,Advanced Technology Academy,101,80-84,
2600265,MICHIGAN,Grand Traverse Academy,55,GE90,
2600267,MICHIGAN,Arts and Technology Academy of Pontiac,30,GE80,
2600269,MICHIGAN,Presque Isle Academy II,13,LT50,
2600272,MICHIGAN,Blanche Kelso Bruce Academy,33,44154,
2600273,MICHIGAN,Arts Academy in the Woods,69,70-74,
2600274,MICHIGAN,Outlook Academy,9,LT50,
2600275,MICHIGAN,Battle Creek Area Learning Center,82,40-44,
2600277,MICHIGAN,Trillium Academy,37,80-89,
2600281,MICHIGAN,Merritt Academy,29,GE80,
2600284,MICHIGAN,Bradford Academy,126,90-94,
2600285,MICHIGAN,Ojibwe Charter School,9,LT50,
2600291,MICHIGAN,Riverside Academy,64,GE95,
2600292,MICHIGAN,Life Skills Center of Pontiac,82,20-24,
2600295,MICHIGAN,Crescent Academy,18,GE80,
2600301,MICHIGAN,Frontier International Academy,100,90-94,
2600316,MICHIGAN,St. Clair County Intervention Academy,27,LE20,
2600317,MICHIGAN,Madison Academy,40,80-89,
2600318,MICHIGAN,Saginaw Learn to Earn Academy,33,20-29,
2600322,MICHIGAN,Covenant House Academy Detroit,241,5,
2600330,MICHIGAN,Academic and Career Education Academy,61,LE5,
2600943,MICHIGAN,ACE Academy (SDA),42,LE10,
2600947,MICHIGAN,Clara B. Ford Academy (SDA),22,21-39,
2600949,MICHIGAN,Lighthouse Academy,60,20-29,
2600951,MICHIGAN,Vista Meadows Academy,34,30-39,
2600952,MICHIGAN,University Preparatory Science and Math (PSAD),94,90-94,
2600954,MICHIGAN,Dream Academy,60,50-59,
2600956,MICHIGAN,University Preparatory Academy (PSAD),138,90-94,
2600960,MICHIGAN,Michigan Department of Community Health,2,PS,
2600961,MICHIGAN,Henry Ford Academy: School for Creative Studies (PSAD),102,90-94,
2600967,MICHIGAN,Michigan Mathematics and Science Academy,27,GE80,
2600968,MICHIGAN,Virtual Learning Academy of St. Clair County,64,15-19,
2600969,MICHIGAN,Michigan Connections Academy,152,55-59,
2600972,MICHIGAN,Michigan Virtual Charter Academy,420,25,
2600977,MICHIGAN,West Michigan Aviation Academy,95,80-84,
2600980,MICHIGAN,DeTour Arts and Technology Academy,12,LT50,
2600981,MICHIGAN,Wellspring Preparatory High School,82,75-79,
2600982,MICHIGAN,Relevant Academy of Eaton County,55,44154,
2600984,MICHIGAN,FlexTech High School,98,55-59,
2600988,MICHIGAN,Hope Academy of West Michigan,19,40-59,
2600989,MICHIGAN,Arbor Preparatory High School,117,85-89,
2600992,MICHIGAN,Blue Water Middle College,146,45-49,
2600993,MICHIGAN,Jalen Rose Leadership Academy,96,90-94,
2601000,MICHIGAN,Bay City Academy,13,GE50,
2601001,MICHIGAN,Education Achievement Authority of Michigan,837,52,
2601006,MICHIGAN,WSC Academy,32,44154,
2601013,MICHIGAN,Capstone Academy Charter School (SDA),20,LE20,
2601017,MICHIGAN,Nexus Academy of Grand Rapids,66,45-49,
2601019,MICHIGAN,Nexus Academy of Lansing,82,40-44,
2601023,MICHIGAN,W-A-Y Academy,131,43991,
2601029,MICHIGAN,Muskegon Heights Public School Academy System,50,70-79,
2601030,MICHIGAN,Cornerstone Health and Technology School,58,70-79,
2601034,MICHIGAN,Alternative Educational Academy of Iosco County,66,44118,
2601040,MICHIGAN,ICademy Global,36,30-39,
2601043,MICHIGAN,Oakland FlexTech Academy,41,50-59,
2601044,MICHIGAN,Jackson Preparatory & Early College,1,PS,
2601050,MICHIGAN,Great Lakes Cyber Academy,255,36,
2601056,MICHIGAN,WAY Academy - Flint,60,20-29,
2601057,MICHIGAN,Mackinac Preparatory Academy,8,LT50,
2601058,MICHIGAN,LifeTech Academy,49,LE10,
2601061,MICHIGAN,Taylor Preparatory High School,19,LE20,
2601062,MICHIGAN,Detroit Public Safety Academy,57,80-89,
2601063,MICHIGAN,Lakeside Charter School,35,20-29,
2601065,MICHIGAN,Nexus Academy of Royal Oak,37,60-69,
2601066,MICHIGAN,Covenant House Academy Grand Rapids,153,43991,
2601070,MICHIGAN,Michigan Great Lakes Virtual Academy,325,22,
2601072,MICHIGAN,Blended Learning Academies Credit Recovery High School,17,LE20,
2601074,MICHIGAN,WAY Michigan,34,40-49,
2601076,MICHIGAN,Pathways Academy,68,15-19,
2601077,MICHIGAN,Insight School of Michigan,179,15-19,
2601081,MICHIGAN,Detroit Delta Preparatory Academy for Social Justice,68,75-79,
2601085,MICHIGAN,Early Career Academy,27,60-79,
2601088,MICHIGAN,Muskegon Covenant Academy,80,20-24,
2601091,MICHIGAN,Regents Academy,26,21-39,
2601092,MICHIGAN,Alternative Educational Academy of Ogemaw County,53,20-29,
2601095,MICHIGAN,Grand River Preparatory High School,117,90-94,
2601890,MICHIGAN,Adams Township School District,37,80-89,
2601920,MICHIGAN,Addison Community Schools,67,80-84,
2601950,MICHIGAN,Adrian School District of the City of,258,79,
2601980,MICHIGAN,Airport Community Schools,245,82,
2602010,MICHIGAN,Akron-Fairgrove Schools,25,GE80,
2602040,MICHIGAN,Alba Public Schools,16,60-79,
2602160,MICHIGAN,Alcona Community Schools,69,90-94,
2602190,MICHIGAN,Algonac Community School District,121,80-84,
2602220,MICHIGAN,Allegan Public Schools,208,62,
2602520,MICHIGAN,Allen Park Public Schools,309,84,
2602550,MICHIGAN,Allendale Public Schools,206,85,
2602640,MICHIGAN,Alma Public Schools,164,85-89,
2602670,MICHIGAN,Almont Community Schools,137,90-94,
2602730,MICHIGAN,Alpena Public Schools,338,79,
2602790,MICHIGAN,Anchor Bay School District,508,91,
2602820,MICHIGAN,Ann Arbor Public Schools,1355,89,
2603060,MICHIGAN,Arenac Eastern School District,15,GE50,
2603240,MICHIGAN,Armada Area Schools,187,90-94,
2603480,MICHIGAN,Ashley Community Schools,23,GE80,
2603510,MICHIGAN,Athens Area Schools,36,GE90,
2603540,MICHIGAN,Atherton Community Schools,107,70-74,
2603570,MICHIGAN,Atlanta Community Schools,21,60-79,
2603600,MICHIGAN,Au Gres-Sims School District,32,70-79,
2603690,MICHIGAN,Avondale School District,303,87,
2603810,MICHIGAN,Baldwin Community Schools,31,70-79,
2603870,MICHIGAN,Bangor Public Schools (Van Buren),126,45-49,
2603900,MICHIGAN,Bangor Township Schools,213,86,
2603990,MICHIGAN,Baraga Area Schools,45,70-79,
2604020,MICHIGAN,Bark River-Harris School District,47,GE90,
2604170,MICHIGAN,Bath Community Schools,91,90-94,
2604260,MICHIGAN,Bay City School District,629,84,
2604290,MICHIGAN,Beal City Public Schools,59,GE90,
