STNAM,FIPST,LEAID,LEANM,ALL_COHORT_1516,ALL_RATE_1516,MAM_COHORT_1516,MAM_RATE_1516,MAS_COHORT_1516,MAS_RATE_1516,MBL_COHORT_1516,MBL_RATE_1516,MHI_COHORT_1516,MHI_RATE_1516,MTR_COHORT_1516,MTR_RATE_1516,MWH_COHORT_1516,MWH_RATE_1516,CWD_COHORT_1516,CWD_RATE_1516,ECD_COHORT_1516,ECD_RATE_1516,LEP_COHORT_1516,LEP_RATE_1516,DATE_CUR
ARIZONA,4,400003,Chino Valley Unified District,195,92,1,PS,1,PS,1,PS,59,80-89,,,130,GE95,23,GE80,120,90-94,7,LT50,1-Jul-17
ARIZONA,4,400016,Center for Academic Success  Inc.,46,84.5,,,,,,,20,GE80,,,26,GE80,3,PS,17,GE80,2,PS,1-Jul-17
ARIZONA,4,400019,Flagstaff Arts And Leadership Academy,60,84.5,1,PS,1,PS,,,5,PS,,,48,80-89,10,GE50,2,PS,,,1-Jul-17
ARIZONA,4,400021,Colorado City Unified District,31,74.5,1,PS,,,,,,,,,30,60-79,3,PS,17,60-79,,,1-Jul-17
ARIZONA,4,400022,Vernon Elementary District,10,75,1,PS,,,,,1,PS,,,7,GE50,2,PS,5,PS,,,1-Jul-17
ARIZONA,4,400023,Pinon Unified District,105,62,102,60-64,2,PS,,,,,,,,,16,60-79,2,PS,5,PS,1-Jul-17
ARIZONA,4,400026,Heber-Overgaard Unified District,28,90,1,PS,,,,,5,PS,,,21,GE80,5,PS,8,GE50,,,1-Jul-17
ARIZONA,4,400036,Foothills Academy,35,84.5,,,2,PS,,,2,PS,,,29,GE80,3,PS,,,,,1-Jul-17
ARIZONA,4,400041,Maricopa County Community College District dba Gateway Early,48,95,1,PS,,,6,GE50,37,GE90,,,4,PS,,,44,GE90,,,1-Jul-17
ARIZONA,4,400043,New School For The Arts,38,95,4,PS,1,PS,3,PS,8,GE50,,,21,GE80,2,PS,,,,,1-Jul-17
ARIZONA,4,400047,Salt River Pima-Maricopa  Community Schools,72,47,66,45-49,,,,,6,GE50,,,,,16,40-59,16,GE80,1,PS,1-Jul-17
ARIZONA,4,400052,Espiritu Community Development Corp. 1,30,90,,,,,1,PS,29,GE80,,,,,4,PS,30,GE80,,,1-Jul-17
ARIZONA,4,400053,Heritage Academy  Inc.,107,97.5,,,5,PS,2,PS,13,GE50,,,86,GE95,5,PS,,,,,1-Jul-17
ARIZONA,4,400056,Arizona School For The Arts,79,92,,,3,PS,8,GE50,12,GE50,,,56,GE90,2,PS,,,,,1-Jul-17
ARIZONA,4,400057,Arizona Call-a-Teen Youth Resources  Inc.,52,24.5,1,PS,1,PS,3,PS,43,20-29,,,4,PS,1,PS,33,30-39,1,PS,1-Jul-17
ARIZONA,4,400065,Benjamin Franklin Charter School,35,95,,,,,1,PS,3,PS,,,28,GE80,2,PS,,,,,1-Jul-17
ARIZONA,4,400070,Tempe Preparatory Academy,50,95,,,5,PS,,,11,GE50,,,33,GE90,1,PS,3,PS,,,1-Jul-17
ARIZONA,4,400074,Kingman Academy Of Learning,83,92,,,3,PS,4,PS,14,GE50,,,59,GE90,7,GE50,24,GE80,,,1-Jul-17
ARIZONA,4,400077,Career Development  Inc.,40,44.5,7,GE50,,,2,PS,9,LT50,,,22,40-59,3,PS,3,PS,1,PS,1-Jul-17
ARIZONA,4,400078,Edge School  Inc.  The,110,42,1,PS,,,7,GE50,54,30-39,,,46,40-49,13,GE50,73,30-34,4,PS,1-Jul-17
ARIZONA,4,400079,Tucson Youth Development/ACE Charter High School,45,34.5,1,PS,,,1,PS,39,30-39,,,4,PS,5,PS,21,21-39,1,PS,1-Jul-17
ARIZONA,4,400081,Presidio School,11,75,,,1,PS,,,6,GE50,,,4,PS,1,PS,6,GE50,,,1-Jul-17
ARIZONA,4,400082,Colorado River Union High School District,479,87,13,GE50,6,GE50,10,GE50,191,90-94,,,246,85-89,59,70-79,240,85-89,6,GE50,1-Jul-17
ARIZONA,4,400083,Portable Practical Educational Preparation Inc. (PPEP In 1,317,47,11,LT50,,,11,LT50,264,45-49,,,26,40-59,32,50-59,277,45-49,48,40-49,1-Jul-17
ARIZONA,4,400094,Az-Tec High School,41,34.5,4,PS,,,,,34,30-39,,,1,PS,10,LT50,37,30-39,1,PS,1-Jul-17
ARIZONA,4,400095,Yuma Private Industry Council  Inc.,62,32,1,PS,3,PS,1,PS,50,30-39,,,7,LT50,1,PS,,,,,1-Jul-17
ARIZONA,4,400097,Northland Preparatory Academy,72,97.5,3,PS,,,3,PS,6,GE50,,,58,GE90,11,GE50,,,,,1-Jul-17
ARIZONA,4,400099,Liberty High School,20,69.5,2,PS,,,,,4,PS,,,14,GE50,3,PS,3,PS,,,1-Jul-17
ARIZONA,4,400103,Ombudsman Educational Services Ltd. a subsidiary of Educ 1,180,22,6,LT50,5,PS,15,LT50,74,15-19,,,79,30-34,26,21-39,,,4,PS,1-Jul-17
ARIZONA,4,400104,Global Renaissance Academy of Distinguished Education,13,75,,,,,1,PS,1,PS,,,11,GE50,2,PS,,,,,1-Jul-17
ARIZONA,4,400106,Arizona Agribusiness & Equine Center Inc. 1,81,82,2,PS,1,PS,3,PS,9,GE50,,,66,80-84,7,GE50,14,GE50,,,1-Jul-17
ARIZONA,4,400107,International Commerce Secondary Schools  Inc.,342,35,10,GE50,,,36,40-49,255,30-34,,,37,20-29,9,LT50,,,24,LE20,1-Jul-17
ARIZONA,4,400108,Humanities and Sciences Academy of the United States  Inc.,185,42,12,LT50,4,PS,27,40-59,82,35-39,,,53,50-59,13,GE50,,,6,LT50,1-Jul-17
ARIZONA,4,400112,American Leadership Academy  Inc.,170,87,1,PS,5,PS,10,GE50,22,GE80,,,126,85-89,20,GE80,47,GE90,1,PS,1-Jul-17
ARIZONA,4,400121,Accelerated Learning Center  Inc.,70,72,,,,,1,PS,16,60-79,,,52,70-79,11,GE50,,,,,1-Jul-17
ARIZONA,4,400124,Genesis Program  Inc.,57,54.5,3,PS,,,3,PS,50,50-59,,,1,PS,,,45,50-59,1,PS,1-Jul-17
ARIZONA,4,400125,Luz Academy of Tucson  Inc,17,69.5,,,1,PS,1,PS,13,GE50,,,2,PS,5,PS,10,GE50,,,1-Jul-17
ARIZONA,4,400130,American Heritage Academy,17,90,1,PS,,,,,2,PS,,,14,GE50,,,6,GE50,,,1-Jul-17
ARIZONA,4,400133,Employ-Ability Unlimited  Inc.,16,69.5,,,1,PS,2,PS,7,GE50,,,6,GE50,2,PS,9,GE50,,,1-Jul-17
ARIZONA,4,400144,Florence Crittenton Services of Arizona  Inc.,19,10,,,,,5,PS,12,LT50,,,2,PS,2,PS,12,LT50,,,1-Jul-17
ARIZONA,4,400147,Ha:san Educational Services,28,49.5,28,40-59,,,,,,,,,,,7,LT50,26,40-59,,,1-Jul-17
ARIZONA,4,400149,Kaizen Education Foundation dba El Dorado High School,90,52,2,PS,3,PS,8,GE50,57,40-49,,,18,60-79,8,LT50,74,45-49,6,GE50,1-Jul-17
ARIZONA,4,400153,Phoenix School of Academic Excellence The,19,90,1,PS,,,,,10,GE50,,,7,GE50,3,PS,3,PS,1,PS,1-Jul-17
ARIZONA,4,400154,Shonto Governing Board of Education  Inc.,24,69.5,24,60-79,,,,,,,,,,,4,PS,1,PS,2,PS,1-Jul-17
ARIZONA,4,400157,Edkey  Inc. - Sequoia Choice Schools,235,30,9,LT50,3,PS,17,21-39,77,20-24,,,123,35-39,14,LT50,97,15-19,4,PS,1-Jul-17
ARIZONA,4,400159,Tucson Preparatory School,48,24.5,,,,,3,PS,31,19-Nov,,,13,LT50,9,LT50,38,20-29,1,PS,1-Jul-17
ARIZONA,4,400163,Coconino County Accommodation School District,91,62,38,40-49,3,PS,1,PS,7,LT50,,,42,80-89,13,GE50,,,,,1-Jul-17
ARIZONA,4,400192,Sonoran Desert School,10,75,,,,,,,,,,,10,GE50,1,PS,2,PS,,,1-Jul-17
ARIZONA,4,400201,Pima County,46,34.5,2,PS,,,3,PS,37,30-39,,,3,PS,5,PS,40,40-49,1,PS,1-Jul-17
ARIZONA,4,400202,Academy of Tucson  Inc.,24,90,,,,,2,PS,5,PS,,,17,GE80,6,GE50,,,,,1-Jul-17
ARIZONA,4,400204,Mountain Rose Academy  Inc.,158,47,2,PS,1,PS,5,PS,76,45-49,,,73,45-49,26,40-59,95,45-49,,,1-Jul-17
ARIZONA,4,400209,Park View School  Inc.,32,95,1,PS,,,,,3,PS,,,26,GE80,2,PS,16,GE80,,,1-Jul-17
ARIZONA,4,400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,54,95,,,,,,,9,GE50,,,43,GE90,1,PS,,,,,1-Jul-17
ARIZONA,4,400212,Benson Unified School District,104,92,2,PS,1,PS,2,PS,25,GE80,,,73,90-94,12,GE50,28,GE80,1,PS,1-Jul-17
ARIZONA,4,400219,Career Success Schools,453,28,17,LE20,,,74,20-24,305,30,,,43,30-39,23,40-59,130,30-34,10,LT50,1-Jul-17
ARIZONA,4,400225,Horizon Community Learning Center Inc. 1,95,97.5,2,PS,1,PS,1,PS,19,GE80,,,68,GE95,3,PS,,,,,1-Jul-17
ARIZONA,4,400231,James Madison Preparatory School,28,90,,,1,PS,,,5,PS,,,21,GE80,3,PS,,,,,1-Jul-17
ARIZONA,4,400238,Metropolitan Arts Institute  Inc.,44,95,,,,,4,PS,12,GE50,,,24,GE80,3,PS,,,,,1-Jul-17
ARIZONA,4,400241,Paragon Management  Inc.,84,2.5,,,3,PS,4,PS,15,LT50,,,61,LE5,9,LT50,17,LE20,,,1-Jul-17
ARIZONA,4,400243,Skyline Schools  Inc.,46,95,1,PS,2,PS,18,GE80,17,GE80,,,6,GE50,8,GE50,11,GE50,,,1-Jul-17
ARIZONA,4,400244,Edkey  Inc. - Sequoia Charter School,55,84.5,1,PS,,,9,GE50,26,GE80,,,19,GE80,5,PS,45,GE90,2,PS,1-Jul-17
ARIZONA,4,400248,Telesis Center for Learning  Inc.,23,90,,,,,,,4,PS,,,19,GE80,,,10,GE50,,,1-Jul-17
ARIZONA,4,400254,Southern Arizona Community Academy  Inc.,45,44.5,4,PS,2,PS,6,GE50,21,21-39,,,10,GE50,9,GE50,,,,,1-Jul-17
ARIZONA,4,400259,Southgate Academy  Inc.,27,90,2,PS,,,,,21,GE80,,,4,PS,6,GE50,27,GE80,,,1-Jul-17
ARIZONA,4,400261,Eastpointe High School  Inc.,309,14,30,LE20,3,PS,25,LE20,116,14-Oct,,,125,15-19,7,LT50,,,5,PS,1-Jul-17
ARIZONA,4,400266,PACE Preparatory Academy  Inc.,21,69.5,,,,,,,5,PS,,,14,GE50,2,PS,5,PS,,,1-Jul-17
ARIZONA,4,400267,Kestrel Schools  Inc.,12,24.5,,,,,3,PS,3,PS,,,6,LT50,2,PS,9,LT50,,,1-Jul-17
ARIZONA,4,400273,GAR  LLC dba Student Choice High School,163,42,6,GE50,2,PS,12,LT50,66,40-44,,,73,45-49,16,60-79,,,2,PS,1-Jul-17
ARIZONA,4,400274,AIBT Non-Profit Charter High School - Phoenix,94,52,1,PS,2,PS,14,GE50,71,50-54,,,5,PS,9,LT50,62,50-54,3,PS,1-Jul-17
ARIZONA,4,400276,Academy with Community Partners  Inc,53,74.5,3,PS,,,3,PS,26,60-79,,,18,60-79,3,PS,37,60-69,,,1-Jul-17
ARIZONA,4,400278,Deer Valley Charter Schools  Inc.,26,90,,,2,PS,,,3,PS,,,20,GE80,,,,,,,1-Jul-17
ARIZONA,4,400280,Mohave Accelerated Learning Center,54,95,1,PS,,,,,17,GE80,,,34,GE90,5,PS,25,GE80,2,PS,1-Jul-17
ARIZONA,4,400281,Masada Charter School  Inc.,36,5,,,,,,,,,,,36,LE10,1,PS,27,LE20,,,1-Jul-17
ARIZONA,4,400282,Harvest Power Community Development Group  Inc.,49,95,,,1,PS,,,45,GE90,,,2,PS,6,GE50,41,GE90,,,1-Jul-17
ARIZONA,4,400284,Omega Alpha Academy,12,24.5,,,,,,,12,LT50,,,,,,,9,LT50,5,PS,1-Jul-17
ARIZONA,4,400288,Premier Charter High School,78,92,,,1,PS,5,PS,69,90-94,,,3,PS,,,68,90-94,1,PS,1-Jul-17
ARIZONA,4,400290,Pan-American Elementary Charter,14,75,,,,,,,14,GE50,,,,,3,PS,14,GE50,1,PS,1-Jul-17
ARIZONA,4,400295,Kingman Unified School District,474,77,16,40-59,7,GE50,6,GE50,89,80-84,,,346,76,68,55-59,266,75-79,,,1-Jul-17
ARIZONA,4,400311,E-Institute Charter Schools  Inc.,376,58,7,LT50,2,PS,18,40-59,167,50-54,,,174,65-69,26,40-59,172,45-49,4,PS,1-Jul-17
ARIZONA,4,400315,Yavapai Accommodation School District,31,34.5,,,,,,,9,LT50,,,21,21-39,3,PS,11,LT50,,,1-Jul-17
ARIZONA,4,400321,Pinnacle Education-WMCB  Inc.,12,75,,,,,2,PS,8,GE50,,,2,PS,6,GE50,,,,,1-Jul-17
ARIZONA,4,400322,Desert Rose Academy Inc.,90,27,3,PS,2,PS,8,LT50,56,30-39,,,19,21-39,14,LT50,71,30-34,5,PS,1-Jul-17
ARIZONA,4,400326,Success School,32,95,,,,,7,GE50,21,GE80,,,4,PS,7,GE50,24,GE80,,,1-Jul-17
ARIZONA,4,400327,Pointe Educational Services,126,97.5,2,PS,1,PS,6,GE50,48,GE90,,,62,GE95,7,GE50,54,GE90,1,PS,1-Jul-17
ARIZONA,4,400329,American Virtual Academy,2148,24,81,9-Jun,21,21-39,108,15-19,766,15,,,1095,32,213,15-19,623,28,15,LT50,1-Jul-17
ARIZONA,4,400330,Compass High School  Inc.,121,52,,,3,PS,6,GE50,52,40-49,,,58,50-59,23,60-79,,,1,PS,1-Jul-17
ARIZONA,4,400332,James Sandoval Preparatory High School,24,49.5,,,,,,,22,40-59,,,2,PS,,,16,60-79,,,1-Jul-17
ARIZONA,4,400352,American Charter Schools Foundation d.b.a. Estrella High Sch,117,37,2,PS,,,19,40-59,78,30-34,,,18,40-59,8,LT50,71,30-34,6,LT50,1-Jul-17
ARIZONA,4,400353,American Charter Schools Foundation d.b.a. Peoria Accelerate,217,33,2,PS,4,PS,21,40-59,130,30-34,,,52,30-39,22,40-59,179,30-34,4,PS,1-Jul-17
ARIZONA,4,400354,American Charter Schools Foundation d.b.a. Sun Valley High S,149,57,7,LT50,2,PS,12,LT50,87,55-59,,,33,60-69,18,40-59,128,50-54,1,PS,1-Jul-17
ARIZONA,4,400355,American Charter Schools Foundation d.b.a. West Phoenix High,163,42,,,,,10,GE50,147,40-44,,,4,PS,9,LT50,139,35-39,12,LT50,1-Jul-17
ARIZONA,4,400356,Nosotros  Inc,46,74.5,1,PS,,,,,44,70-79,,,1,PS,3,PS,45,70-79,3,PS,1-Jul-17
ARIZONA,4,400357,American Charter Schools Foundation d.b.a. Apache Trail High,88,42,,,,,1,PS,26,21-39,,,59,40-49,6,LT50,51,30-39,,,1-Jul-17
ARIZONA,4,400363,SC Jensen Corporation  Inc. dba Intelli-School,34,24.5,1,PS,2,PS,2,PS,18,LE20,,,11,LT50,6,GE50,19,LE20,1,PS,1-Jul-17
ARIZONA,4,400364,PAS Charter  Inc.  dba Intelli-School,131,22,6,LT50,2,PS,11,LT50,52,19-Nov,,,56,20-29,12,LT50,96,15-19,2,PS,1-Jul-17
ARIZONA,4,400366,Valley of the Sun Waldorf Education Association  dba Desert,14,75,,,,,,,,,,,14,GE50,4,PS,1,PS,,,1-Jul-17
ARIZONA,4,400367,Pima Prevention Partnership dba Pima Partnership School  The,86,62,7,LT50,,,6,GE50,62,60-64,,,10,GE50,8,GE50,58,60-69,5,PS,1-Jul-17
ARIZONA,4,400373,Tucson International Academy  Inc.,26,90,,,,,,,22,GE80,,,4,PS,7,GE50,22,GE80,,,1-Jul-17
ARIZONA,4,400382,CPLC Community Schools dba Toltecalli High School,34,74.5,,,,,1,PS,32,60-69,,,1,PS,4,PS,28,60-79,4,PS,1-Jul-17
ARIZONA,4,400384,American Charter Schools Foundation d.b.a. Desert Hills High,93,32,17,LE20,1,PS,11,LT50,32,20-29,,,31,50-59,11,LT50,53,20-29,1,PS,1-Jul-17
ARIZONA,4,400385,American Charter Schools Foundation d.b.a. Crestview College,80,32,1,PS,,,2,PS,66,25-29,,,10,GE50,9,LT50,64,25-29,2,PS,1-Jul-17
ARIZONA,4,400386,Kaizen Education Foundation dba Summit High School,165,32,4,PS,,,23,40-59,124,30-34,,,11,LT50,9,LT50,157,35-39,15,LT50,1-Jul-17
ARIZONA,4,400387,Kaizen Education Foundation dba Tempe Accelerated High Schoo,28,10,2,PS,,,7,LT50,17,21-39,,,2,PS,,,16,LE20,2,PS,1-Jul-17
ARIZONA,4,400388,Kaizen Education Foundation dba Skyview High School,73,37,,,1,PS,3,PS,51,30-39,,,16,40-59,7,GE50,54,30-39,,,1-Jul-17
ARIZONA,4,400389,Kaizen Education Foundation dba Maya High School,132,27,2,PS,4,PS,16,21-39,93,20-24,,,16,21-39,10,LT50,116,25-29,22,LE20,1-Jul-17
ARIZONA,4,400391,Vista Charter School,13,24.5,,,,,,,12,LT50,,,1,PS,,,12,LT50,6,LT50,1-Jul-17
ARIZONA,4,400394,Avondale Learning dba Precision Academy,19,30,1,PS,,,,,17,21-39,,,1,PS,,,17,21-39,,,1-Jul-17
ARIZONA,4,400395,LEAD Charter Schools,64,87,,,,,1,PS,19,GE80,,,42,80-89,7,GE50,24,GE80,,,1-Jul-17
ARIZONA,4,400398,Founding Fathers Academies  Inc,16,30,1,PS,,,,,3,PS,,,12,LT50,2,PS,6,LT50,,,1-Jul-17
ARIZONA,4,400402,Cholla Academy,43,74.5,,,,,4,PS,29,60-79,,,9,GE50,6,GE50,34,70-79,1,PS,1-Jul-17
ARIZONA,4,400405,Cornerstone Charter School Inc,50,95,2,PS,,,10,GE50,28,GE80,,,10,GE50,7,GE50,47,GE90,1,PS,1-Jul-17
ARIZONA,4,400407,CITY Center for Collaborative Learning,44,95,,,,,1,PS,10,GE50,,,32,GE90,5,PS,19,GE80,,,1-Jul-17
ARIZONA,4,400414,Academy of Building Industries  Inc.,36,74.5,,,,,1,PS,10,GE50,,,24,60-79,4,PS,15,GE50,,,1-Jul-17
ARIZONA,4,400416,StarShine Academy,35,5,3,PS,1,PS,6,LT50,22,LE20,,,3,PS,3,PS,22,LE20,5,PS,1-Jul-17
ARIZONA,4,400417,Arizona Agribusiness & Equine Center Inc. 2,83,97.5,,,3,PS,11,GE50,59,GE90,,,10,GE50,5,PS,56,GE90,,,1-Jul-17
ARIZONA,4,400419,Gila County Regional School District,21,30,8,GE50,,,,,6,LT50,,,7,LT50,1,PS,14,LT50,,,1-Jul-17
ARIZONA,4,400420,Pillar Charter School,12,75,6,GE50,,,1,PS,4,PS,,,1,PS,2,PS,3,PS,,,1-Jul-17
ARIZONA,4,400423,Legacy Education Group,62,42,2,PS,,,1,PS,22,21-39,,,34,50-59,10,LT50,22,40-59,1,PS,1-Jul-17
ARIZONA,4,400426,Arizona Agribusiness & Equine Center Inc. 3,34,95,1,PS,,,,,4,PS,,,29,GE80,2,PS,5,PS,,,1-Jul-17
ARIZONA,4,400427,Arizona Connections Academy Charter School  Inc.,168,37,5,PS,3,PS,8,GE50,33,30-39,,,109,35-39,8,LT50,66,30-34,,,1-Jul-17
ARIZONA,4,400429,Country Gardens Charter Schools,11,75,,,,,,,2,PS,,,9,GE50,1,PS,5,PS,,,1-Jul-17
ARIZONA,4,400432,Portable Practical Educational Preparation Inc. (PPEP In 2,491,30,8,GE50,5,PS,23,21-39,109,15-19,,,327,34,69,15-19,264,20-24,3,PS,1-Jul-17
ARIZONA,4,400440,Chandler Preparatory Academy,81,97.5,,,15,GE50,1,PS,7,GE50,,,58,GE90,2,PS,,,,,1-Jul-17
ARIZONA,4,400444,Prescott Valley Charter School,11,75,,,,,,,4,PS,,,6,GE50,1,PS,8,GE50,,,1-Jul-17
ARIZONA,4,400447,American Charter Schools Foundation d.b.a. South Ridge High,96,97.5,2,PS,,,10,GE50,76,GE95,,,7,GE50,2,PS,80,GE95,,,1-Jul-17
ARIZONA,4,400450,Agua Fria Union High School District,1848,89,12,GE50,69,90-94,198,85-89,829,89,,,666,89,176,80-84,377,79,13,LT50,1-Jul-17
ARIZONA,4,400463,Arizona State School for the Deaf and Blind,54,54.5,12,GE50,1,PS,2,PS,28,60-79,,,11,LT50,54,50-59,11,GE50,,,1-Jul-17
ARIZONA,4,400480,Aguila Elementary District,11,75,,,,,,,11,GE50,,,,,,,6,GE50,,,1-Jul-17
ARIZONA,4,400520,Ajo Unified District,28,90,3,PS,1,PS,,,20,GE80,,,3,PS,3,PS,1,PS,3,PS,1-Jul-17
ARIZONA,4,400608,BASIS School Inc. 2,85,97.5,,,41,GE90,1,PS,3,PS,,,38,GE90,,,,,,,1-Jul-17
ARIZONA,4,400610,Desert Heights Charter Schools,29,90,,,1,PS,4,PS,13,GE50,,,9,GE50,4,PS,7,GE50,,,1-Jul-17
ARIZONA,4,400614,MCCCD on behalf of Phoenix College Preparatory Academy,12,24.5,1,PS,,,3,PS,7,LT50,,,1,PS,2,PS,12,LT50,,,1-Jul-17
ARIZONA,4,400618,American Charter Schools Foundation d.b.a. South Pointe High,159,47,7,LT50,1,PS,40,50-59,103,45-49,,,4,PS,17,60-79,141,55-59,3,PS,1-Jul-17
ARIZONA,4,400619,American Charter Schools Foundation d.b.a. Alta Vista High S,95,82,,,1,PS,1,PS,90,80-84,,,3,PS,6,GE50,94,80-84,2,PS,1-Jul-17
ARIZONA,4,400621,Pinnacle Education-Tempe  Inc.,229,24,9,LT50,4,PS,38,20-29,98,15-19,,,71,30-34,22,21-39,,,4,PS,1-Jul-17
ARIZONA,4,400625,Pinnacle Education-Kino  Inc.,15,75,,,,,,,15,GE50,,,,,,,,,1,PS,1-Jul-17
ARIZONA,4,400626,Pinnacle Education-Casa Grande  Inc.,12,24.5,2,PS,,,1,PS,7,LT50,,,1,PS,,,,,1,PS,1-Jul-17
ARIZONA,4,400632,Cochise Community Development Corporation,35,84.5,2,PS,,,1,PS,10,GE50,,,22,60-79,6,GE50,18,60-79,,,1-Jul-17
ARIZONA,4,400633,Canyon Rose Academy  Inc.,139,22,3,PS,2,PS,10,GE50,71,15-19,,,48,20-29,21,21-39,95,15-19,1,PS,1-Jul-17
ARIZONA,4,400636,Blueprint Education,185,17,2,PS,1,PS,23,21-39,101,15-19,,,55,19-Nov,16,21-39,99,15-19,3,PS,1-Jul-17
ARIZONA,4,400650,Integrity Education Incorporated,9,75,,,,,,,2,PS,,,7,GE50,3,PS,7,GE50,,,1-Jul-17
ARIZONA,4,400653,Edkey  Inc. - Arizona Conservatory for Arts and Academics,51,95,2,PS,1,PS,4,PS,6,GE50,,,37,GE90,2,PS,22,GE80,,,1-Jul-17
ARIZONA,4,400655,Veritas Preparatory Academy,58,95,1,PS,2,PS,1,PS,14,GE50,,,40,GE90,1,PS,,,,,1-Jul-17
ARIZONA,4,400656,RSD Charter School  Inc.,52,44.5,4,PS,,,4,PS,15,LT50,,,29,40-59,8,LT50,28,LE20,,,1-Jul-17
ARIZONA,4,400680,Amphitheater Unified District,1121,87,24,60-79,42,80-89,45,70-79,385,86,,,611,89,146,70-74,285,75-79,11,LT50,1-Jul-17
ARIZONA,4,400720,Antelope Union High School District,57,84.5,,,1,PS,,,49,70-79,,,7,GE50,10,GE50,45,70-79,1,PS,1-Jul-17
ARIZONA,4,400747,Scottsdale Preparatory Academy,69,97.5,,,5,PS,2,PS,2,PS,,,59,GE90,,,,,,,1-Jul-17
ARIZONA,4,400757,Arete Preparatory Academy,45,95,,,,,3,PS,6,GE50,,,34,GE90,3,PS,,,,,1-Jul-17
ARIZONA,4,400760,Glendale Preparatory Academy,44,95,,,,,3,PS,3,PS,,,35,GE90,,,,,,,1-Jul-17
ARIZONA,4,400769,Imagine Prep Coolidge  Inc.,31,95,1,PS,1,PS,1,PS,11,GE50,,,16,GE80,5,PS,18,GE80,,,1-Jul-17
ARIZONA,4,400770,Imagine Prep Surprise  Inc.,54,95,,,4,PS,6,GE50,17,GE80,,,26,GE80,9,GE50,17,GE80,3,PS,1-Jul-17
ARIZONA,4,400771,Blue Adobe Project,14,75,,,,,,,4,PS,,,9,GE50,2,PS,,,,,1-Jul-17
ARIZONA,4,400776,Daisy Education Corporation dba Sonoran Science Academy - Ph,20,90,,,2,PS,5,PS,3,PS,,,10,GE50,,,16,GE80,2,PS,1-Jul-17
ARIZONA,4,400778,Daisy Education Corporation dba Paragon Science Academy,21,10,,,2,PS,1,PS,6,LT50,,,10,LT50,,,8,LT50,,,1-Jul-17
ARIZONA,4,400783,Imagine Prep Superstition  Inc.,24,90,2,PS,,,1,PS,5,PS,,,16,GE80,3,PS,12,GE50,,,1-Jul-17
ARIZONA,4,400785,AZ Compass Schools  Inc.,9,75,3,PS,,,3,PS,2,PS,,,,,1,PS,1,PS,,,1-Jul-17
ARIZONA,4,400788,Phoenix Collegiate Academy  Inc.,33,95,,,1,PS,2,PS,29,GE80,,,1,PS,5,PS,29,GE80,1,PS,1-Jul-17
ARIZONA,4,400790,Apache Junction Unified District,295,81,4,PS,5,PS,4,PS,98,80-84,,,178,80-84,47,60-69,160,75-79,,,1-Jul-17
ARIZONA,4,400800,The Odyssey Preparatory Academy  Inc.,73,92,,,2,PS,5,PS,20,GE80,,,44,GE90,9,GE50,,,1,PS,1-Jul-17
ARIZONA,4,400803,CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe,41,95,,,2,PS,2,PS,11,GE50,,,21,GE80,5,PS,8,GE50,,,1-Jul-17
ARIZONA,4,400807,Daisy Education Corporation dba. Sonoran Science Academy Dav,19,10,,,1,PS,2,PS,4,PS,,,12,LT50,,,6,LT50,,,1-Jul-17
ARIZONA,4,400811,Ombudsman Educational Services Ltd. a subsidiary of Educ 2,184,17,10,LT50,,,5,PS,154,14-Oct,,,15,LT50,11,LT50,,,5,PS,1-Jul-17
ARIZONA,4,400813,Camp Verde Unified School District dba South Verde Technolog,34,54.5,6,LT50,,,1,PS,7,GE50,,,18,60-79,5,PS,14,GE50,,,1-Jul-17
ARIZONA,4,400814,CPLC Community Schools dba Hiaki High School,17,49.5,14,GE50,,,,,3,PS,,,,,2,PS,16,40-59,,,1-Jul-17
ARIZONA,4,400816,Educational Options Foundation,430,78,15,GE50,8,GE50,17,60-79,241,75-79,,,142,75-79,20,60-79,174,70-74,12,GE50,1-Jul-17
ARIZONA,4,400818,BASIS School Inc. 3,40,95,1,PS,12,GE50,1,PS,2,PS,,,24,GE80,,,,,,,1-Jul-17
ARIZONA,4,400819,Anthem Preparatory Academy,31,95,,,4,PS,,,1,PS,,,26,GE80,4,PS,,,,,1-Jul-17
ARIZONA,4,400820,Compass Points International  Inc,34,74.5,1,PS,1,PS,,,3,PS,,,28,60-79,4,PS,15,GE50,,,1-Jul-17
ARIZONA,4,400821,Pima Prevention Partnership,86,52,1,PS,1,PS,4,PS,74,50-54,,,5,PS,6,GE50,53,50-59,2,PS,1-Jul-17
ARIZONA,4,400823,Kaizen Education Foundation dba Mission Heights Preparatory,90,77,4,PS,2,PS,1,PS,45,70-79,,,35,80-89,5,PS,35,60-69,1,PS,1-Jul-17
ARIZONA,4,400828,Arizona Agribusiness & Equine Center Inc. 4,85,97.5,1,PS,2,PS,3,PS,26,GE80,,,53,GE90,2,PS,35,GE90,,,1-Jul-17
ARIZONA,4,400829,BASIS School Inc. 4,29,90,,,17,GE80,,,1,PS,,,11,GE50,,,,,,,1-Jul-17
ARIZONA,4,400830,BASIS School Inc. 5,50,95,,,38,GE90,,,2,PS,,,9,GE50,,,,,,,1-Jul-17
ARIZONA,4,400831,BASIS School Inc. 6,36,95,,,3,PS,1,PS,1,PS,,,31,GE90,1,PS,,,,,1-Jul-17
